nazov,okres,typ_zariadenia,detail_url,kategoria,operator,kod,psc,mesto,web,email,telefon,ulica
"Všeobecná nemocnica, Ulica Ivana Kadlečíka, Bratislava-Lamač, (CINRE s. r. o.)",Bratislava IV,Ústavné,https://www.e-vuc.sk/bsk/zdravotnictvo/ustavne-zdravotnicke-zariadenia/bratislava-iv/vseobecna-nemocnica-ulica-ivana-kadlecika-bratislava-lamac-cinre-s.-r.-o..html?page_id=146187,Nemocnica,CINRE s. r. o.,61-51012138-A0059,84103,"Bratislava - mestská časť Lamač
Poisťovne",,,,
"Všeobecná nemocnica, Ulica Ivana Kadlečíka, Bratislava-Lamač, (Nemocnica BORY, a. s.)",Bratislava IV,Ústavné,https://www.e-vuc.sk/bsk/zdravotnictvo/ustavne-zdravotnicke-zariadenia/bratislava-iv/vseobecna-nemocnica-ulica-ivana-kadlecika-bratislava-lamac-nemocnica-bory-a.-s..html?page_id=144995,Nemocnica,"Nemocnica BORY, a. s.",61-53773411-A0001,84103,"Bratislava - mestská časť Lamač
Poisťovne",,nemocnica-bory@pentahospitals.com,02 597 77 111,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (Mojzubar s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-mojzubar-s.-r.-o..html?page_id=153437,Ambulancia,Mojzubar s. r. o.,61-56946015-A0001,85107,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Všeobecná ambulancia pre dospelých, Bratislava-Jarovce, (PRAKTIKMED, spol. s r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/vseobecna-ambulancia-pre-dospelych-bratislava-jarovce-praktikmed-spol.-s-r.o..html?page_id=153426,Ambulancia,"PRAKTIKMED, spol. s r.o.",61-36763721-A0002,85110,"Bratislava - mestská časť Jarovce
Poisťovne",www.praktikmed.sk,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (Pohotovost 24/7 s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-pohotovost-24-7-s.-r.-o.-1.html?page_id=153395,Ambulancia,Pohotovost 24/7 s. r. o.,61-54520444-A0002,85105,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (Pohotovost 24/7 s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-pohotovost-24-7-s.-r.-o.-2.html?page_id=153396,Ambulancia,Pohotovost 24/7 s. r. o.,61-54520444-A0003,85105,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Endokrinologická ambulancia, Bratislava-Jarovce, (ATRIM SK s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/endokrinologicka-ambulancia-bratislava-jarovce-atrim-sk-s.-r.-o..html?page_id=153392,Ambulancia,ATRIM SK s. r. o.,61-55482261-A0005,85110,"Bratislava - mestská časť Jarovce
Poisťovne",,,,
"Gynekologická ambulancia, Bratislava-Jarovce, (ATRIM SK s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/gynekologicka-ambulancia-bratislava-jarovce-atrim-sk-s.-r.-o..html?page_id=153393,Ambulancia,ATRIM SK s. r. o.,61-55482261-A0004,85110,"Bratislava - mestská časť Jarovce
Poisťovne",,,,
"SVaLZ, rádiológia, Bratislava-Jarovce, (ATRIM SK s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-radiologia-bratislava-jarovce-atrim-sk-s.-r.-o..html?page_id=153394,SVaLZ,ATRIM SK s. r. o.,61-55482261-A0006,85110,"Bratislava - mestská časť Jarovce
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (SWISS DENTAL CLINIC s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-swiss-dental-clinic-s.-r.-o..html?page_id=153314,Ambulancia,SWISS DENTAL CLINIC s. r. o.,61-47826886-A0001,85103,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (SWISS DENTAL CLINIC s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-swiss-dental-clinic-s.-r.-o.-1.html?page_id=153315,Ambulancia,SWISS DENTAL CLINIC s. r. o.,61-47826886-A0002,85103,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (SWISS DENTAL CLINIC s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-swiss-dental-clinic-s.-r.-o.-2.html?page_id=153316,Ambulancia,SWISS DENTAL CLINIC s. r. o.,61-47826886-A0003,85103,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (SWISS DENTAL CLINIC s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-swiss-dental-clinic-s.-r.-o.-3.html?page_id=153317,Ambulancia,SWISS DENTAL CLINIC s. r. o.,61-47826886-A0004,85103,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (SWISS DENTAL CLINIC s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-swiss-dental-clinic-s.-r.-o.-4.html?page_id=153318,Ambulancia,SWISS DENTAL CLINIC s. r. o.,61-47826886-A0005,85103,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (J.H.D. s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-j.h.d.-s.-r.-o..html?page_id=153312,Ambulancia,J.H.D. s. r. o.,61-47454130-A0001,85105,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Gynekologická ambulancia, Bratislava-Petržalka, (Beauty & Gynecologist s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/gynekologicka-ambulancia-bratislava-petrzalka-beauty-gynecologist.html?page_id=153302,Ambulancia,Beauty & Gynecologist s.r.o.,61-53821432-A0003,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"SVaLZ, patologická anatómia, Bratislava-Petržalka, (AGEL Lab s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-patologicka-anatomia-bratislava-petrzalka-agel-lab.html?page_id=153203,SVaLZ,AGEL Lab s.r.o.,61-54265908-A0006,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia plastickej chirurgie, Bratislava-Jarovce, (noorX s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-plastickej-chirurgie-bratislava-jarovce-noorx-s.-r.-o..html?page_id=153201,Ambulancia,noorX s. r. o.,61-56448791-A0001,85110,"Bratislava - mestská časť Jarovce
Poisťovne",,,,
"Ambulancia fyziatrie, balneológie a liečebnej rehabilitácie, Bratislava-Petržalka, (Spineo clin. s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-fyziatrie-balneologie-a-liecebnej-rehabilitacie-bratislava-petrzalka-spineo-clin.-s.-r.-o..html?page_id=153145,Ambulancia,Spineo clin. s. r. o.,61-53040571-A0005,85104,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Neurologická ambulancia, Bratislava-Petržalka, (Spineo clin. s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/neurologicka-ambulancia-bratislava-petrzalka-spineo-clin.-s.-r.-o..html?page_id=153146,Ambulancia,Spineo clin. s. r. o.,61-53040571-A0008,85104,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ortopedická ambulancia, Bratislava-Petržalka, (Spineo clin. s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ortopedicka-ambulancia-bratislava-petrzalka-spineo-clin.-s.-r.-o..html?page_id=153147,Ambulancia,Spineo clin. s. r. o.,61-53040571-A0009,85104,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Stacionár, neurológia, Bratislava-Petržalka, (Spineo clin. s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/stacionar-neurologia-bratislava-petrzalka-spineo-clin.-s.-r.-o..html?page_id=153148,Iné,Spineo clin. s. r. o.,61-53040571-A0007,85104,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"SVaLZ, fyziatria, balneológia a liečebná rehabilitácia, Bratislava-Petržalka, (Spineo clin. s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-fyziatria-balneologia-a-liecebna-rehabilitacia-bratislava-petrzalka-spineo-clin.-s.-r.-o..html?page_id=153149,SVaLZ,Spineo clin. s. r. o.,61-53040571-A0006,85104,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (Peppermint Dental, s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-peppermint-dental-s.-r.-o..html?page_id=153135,Ambulancia,"Peppermint Dental, s. r. o.",61-47216051-A0001,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Rusovce, (Stomatológia BA.sk s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-rusovce-stomatologia-ba.sk-s.-r.-o..html?page_id=153095,Ambulancia,Stomatológia BA.sk s. r. o.,61-56960824-A0001,85110,"Bratislava - mestská časť Rusovce
Poisťovne",,,,
"Ambulancia pediatrickej pneumológie a ftizeológie, Bratislava-Petržalka, (Pneumomed, s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-pediatrickej-pneumologie-a-ftizeologie-bratislava-petrzalka-pneumomed-s.-r.-o..html?page_id=153058,Ambulancia,"Pneumomed, s. r. o.",61-44928998-A0012,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"SVaLZ, echokardiografia, Bratislava-Petržalka, (NOVA MEDICAL s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-echokardiografia-bratislava-petrzalka-nova-medical-s.-r.-o..html?page_id=152996,SVaLZ,NOVA MEDICAL s. r. o.,61-54182603-A0005,85102,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Chirurgická ambulancia, Bratislava-Petržalka, (Deni clinic s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/chirurgicka-ambulancia-bratislava-petrzalka-deni-clinic-s.-r.-o..html?page_id=152950,Ambulancia,Deni clinic s. r. o.,61-56635435-A0001,85102,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"SVaLZ, lekárska genetika, Bratislava-Petržalka, (AGEL Lab s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-lekarska-genetika-bratislava-petrzalka-agel-lab.html?page_id=152936,SVaLZ,AGEL Lab s.r.o.,61-54265908-A0001,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"SVaLZ, laboratórna medicína, Bratislava-Petržalka, (AGEL Lab s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-laboratorna-medicina-bratislava-petrzalka-agel-lab.html?page_id=152937,SVaLZ,AGEL Lab s.r.o.,61-54265908-A0002,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"SVaLZ, klinická biochémia, Bratislava-Petržalka, (AGEL Lab s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-klinicka-biochemia-bratislava-petrzalka-agel-lab.html?page_id=152938,SVaLZ,AGEL Lab s.r.o.,61-54265908-A0003,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"SVaLZ, hematológia a transfuziológia, Bratislava-Petržalka, (AGEL Lab s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-hematologia-a-transfuziologia-bratislava-petrzalka-agel-lab.html?page_id=152939,SVaLZ,AGEL Lab s.r.o.,61-54265908-A0004,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"SVaLZ, klinická mikrobiológia, Bratislava-Petržalka, (AGEL Lab s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-klinicka-mikrobiologia-bratislava-petrzalka-agel-lab.html?page_id=152940,SVaLZ,AGEL Lab s.r.o.,61-54265908-A0005,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia plastickej chirurgie, Bratislava-Jarovce, (ATRIM SK s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-plastickej-chirurgie-bratislava-jarovce-atrim-sk-s.-r.-o..html?page_id=152918,Ambulancia,ATRIM SK s. r. o.,61-55482261-A0002,85110,"Bratislava - mestská časť Jarovce
Poisťovne",,,,
"Dermatovenerologická ambulancia, Bratislava-Jarovce, (ATRIM SK s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/dermatovenerologicka-ambulancia-bratislava-jarovce-atrim-sk-s.-r.-o..html?page_id=152919,Ambulancia,ATRIM SK s. r. o.,61-55482261-A0001,85110,"Bratislava - mestská časť Jarovce
Poisťovne",,,,
"Dermatovenerologická ambulancia, Bratislava-Jarovce, (ATRIM SK s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/dermatovenerologicka-ambulancia-bratislava-jarovce-atrim-sk-s.-r.-o.-1.html?page_id=152920,Ambulancia,ATRIM SK s. r. o.,61-55482261-A0003,85110,"Bratislava - mestská časť Jarovce
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (Starý háj, s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-stary-haj-s.-r.-o..html?page_id=152769,Ambulancia,"Starý háj, s. r. o.",61-56962053-A0001,85104,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia zubného lekárstva, Bratislava-Petržalka, (Ericdent s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-zubneho-lekarstva-bratislava-petrzalka-ericdent-s.-r.-o..html?page_id=152765,Ambulancia,Ericdent s. r. o.,61-56554648-A0001,85107,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Ambulancia dentálnej hygieny, Bratislava-Petržalka, (Martin Dental Center s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-dentalnej-hygieny-bratislava-petrzalka-martin-dental-center-s.-r.-o..html?page_id=152699,Ambulancia,Martin Dental Center s. r. o.,61-47059991-A0020,85101,"Bratislava - mestská časť Petržalka
Poisťovne",www.doktormartin.sk,,,
"Ambulancia dentálnej hygieny, Bratislava-Petržalka, (Martin Dental Center s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-dentalnej-hygieny-bratislava-petrzalka-martin-dental-center-s.-r.-o.-1.html?page_id=152700,Ambulancia,Martin Dental Center s. r. o.,61-47059991-A0021,85101,"Bratislava - mestská časť Petržalka
Poisťovne",www.doktormartin.sk,,,
"Ambulancia vnútorného lekárstva, Bratislava-Petržalka, (NOVA MEDICAL s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-vnutorneho-lekarstva-bratislava-petrzalka-nova-medical-s.-r.-o..html?page_id=152652,Ambulancia,NOVA MEDICAL s. r. o.,61-54182603-A0004,85102,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Všeobecná ambulancia pre dospelých, Bratislava-Petržalka, (NOVA MEDICAL s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/vseobecna-ambulancia-pre-dospelych-bratislava-petrzalka-nova-medical-s.-r.-o..html?page_id=152653,Ambulancia,NOVA MEDICAL s. r. o.,61-54182603-A0002,85102,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Všeobecná ambulancia pre dospelých, Bratislava-Petržalka, (NOVA MEDICAL s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/vseobecna-ambulancia-pre-dospelych-bratislava-petrzalka-nova-medical-s.-r.-o.-1.html?page_id=152654,Ambulancia,NOVA MEDICAL s. r. o.,61-54182603-A0003,85102,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Poliklinika, Nám. Hraničiarov, Bratislava-Petržalka, (MEDIAMBULANCIA s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/poliklinika-nam.-hraniciarov-bratislava-petrzalka-mediambulancia-s.-r.-o..html?page_id=152532,Ambulancia,MEDIAMBULANCIA s. r. o.,61-35693282-A0005,85103,"Bratislava - mestská časť Petržalka
Poisťovne",www.mediambulancia.sk,,,
"SVaLZ, rádiológia, Bratislava-Petržalka, (MEDIAMBULANCIA s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-radiologia-bratislava-petrzalka-mediambulancia-s.-r.-o..html?page_id=152533,Ambulancia,MEDIAMBULANCIA s. r. o.,61-35693282-A0006,85103,"Bratislava - mestská časť Petržalka
Poisťovne",www.mediambulancia.sk,,,
"Ambulancia klinickej psychológie, Bratislava-Jarovce, (CMZ MATKA, s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-klinickej-psychologie-bratislava-jarovce-cmz-matka.html?page_id=152490,Ambulancia,"CMZ MATKA, s.r.o.",61-36247146-A0005,85110,"Bratislava - mestská časť Jarovce
Poisťovne",www.cmzmatka.sk,,,
"Psychiatrická ambulancia, Bratislava-Jarovce, (CMZ MATKA, s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/psychiatricka-ambulancia-bratislava-jarovce-cmz-matka.html?page_id=152491,Ambulancia,"CMZ MATKA, s.r.o.",61-36247146-A0006,85110,"Bratislava - mestská časť Jarovce
Poisťovne",www.cmzmatka.sk,,,
"Ambulancia telovýchovného lekárstva, MUDr. Malovič Pavel, Bratislava-Petržalka, (NOVAPHARM, s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-telovychovneho-lekarstva-mudr.-malovic-pavel-bratislava-petrzalka-novapharm.html?page_id=152443,Ambulancia,"NOVAPHARM, s.r.o.",51-35768568-A0208,85105,"Bratislava - mestská časť Petržalka
Poisťovne",www.pentahospitals.sk,,,
"Kardiologická ambulancia, Bratislava-Petržalka, (NOVAPHARM, s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/kardiologicka-ambulancia-bratislava-petrzalka-novapharm.html?page_id=152444,Ambulancia,"NOVAPHARM, s.r.o.",51-35768568-A0209,85105,"Bratislava - mestská časť Petržalka
Poisťovne",www.pentahospitals.sk,,,
"Ambulancia klinickej imunológie a alergológie, Bratislava-Petržalka, (Centrum personalizovanej medicíny s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-klinickej-imunologie-a-alergologie-bratislava-petrzalka-centrum-personalizovanej-mediciny-s.-r.-o..html?page_id=152428,Ambulancia,Centrum personalizovanej medicíny s. r. o.,61-56708238-A0001,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"MUDr. Eva Bojnanská, Neurologická ambulancia, Bratislava-Petržalka, (INTERKLINIK CHIR s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/mudr.-eva-bojnanska-neurologicka-ambulancia-bratislava-petrzalka-interklinik-chir-s.-r.-o..html?page_id=152401,Ambulancia,INTERKLINIK CHIR s. r. o.,61-44551002-A0019,85101,"Bratislava - mestská časť Petržalka
Poisťovne",www.interklinik.sk,interklinik@interklinik.sk,+421 268 230 911,
"Ambulancia klinickej psychológie, Bratislava-Petržalka, (Mgr. Petra Černá s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/ambulancia-klinickej-psychologie-bratislava-petrzalka-mgr.-petra-cerna-s.-r.-o..html?page_id=152358,Ambulancia,Mgr. Petra Černá s. r. o.,61-56364903-A0001,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Primárna gynekologicko-pôrodnícka ambulancia, Bratislava-Petržalka, (GYN PK s.r.o)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/primarna-gynekologicko-porodnicka-ambulancia-bratislava-petrzalka-gyn-pk-s.r.o.html?page_id=152304,Ambulancia,GYN PK s.r.o,61-50385780-A0002,85107,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"SVaLZ, fyzioterapia, Bratislava-Petržalka, (Alexia Clinic, s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-fyzioterapia-bratislava-petrzalka-alexia-clinic-s.-r.-o..html?page_id=152234,SVaLZ,"Alexia Clinic, s. r. o.",61-53728831-A0001,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Všeobecná ambulancia pre dospelých, MUDr., Mgr. Silvia Masaryková, MPH, Bratislava-Petržalka, (MediCen s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/vseobecna-ambulancia-pre-dospelych-mudr.-mgr.-silvia-masarykova-mph-bratislava-petrzalka-medicen-s.-r.-o..html?page_id=152152,Ambulancia,MediCen s. r. o.,61-56684061-A0001,85105,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Chirurgická ambulancia, Bratislava-Petržalka, (MAKEOVER s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/chirurgicka-ambulancia-bratislava-petrzalka-makeover-s.-r.-o..html?page_id=152101,Ambulancia,MAKEOVER s. r. o.,61-54298571-A0001,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"SVaLZ, fyzioterapia, Bratislava-Petržalka, (Medicínske centrum LEONARDO s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-fyzioterapia-bratislava-petrzalka-medicinske-centrum-leonardo-s.-r.-o..html?page_id=152071,SVaLZ,Medicínske centrum LEONARDO s. r. o.,61-56598807-A0001,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
"Všeobecná ambulancia pre deti a dorast, MUDr. Barbora Repková, Bratislava-Petržalka, (Detská ambulancia Zdravíčko s. r. o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-barbora-repkova-bratislava-petrzalka-detska-ambulancia-zdravicko-s.-r.-o..html?page_id=151999,Ambulancia,Detská ambulancia Zdravíčko s. r. o.,61-56375964-A0001,85105,"Bratislava - mestská časť Petržalka
Poisťovne",,info@ambulanciazdravicko.sk,,
"SVaLZ, fyzioterapia, Bratislava-Petržalka, (FyzioC s.r.o.)",Bratislava V,Ambulantné,https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-v/svalz-fyzioterapia-bratislava-petrzalka-fyzioc.html?page_id=151940,SVaLZ,FyzioC s.r.o.,61-50108867-A0002,85101,"Bratislava - mestská časť Petržalka
Poisťovne",,,,
